"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02665V03225","Economic Sector NACE Rev 2","C02511V03040","Private or Public Sector","UNIT","VALUE"
"EHQ16C01","Employment","20093","2009Q3","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","J","Information and communication (J)","-","All sectors","Number","54000"
"EHQ16C01","Employment","20093","2009Q3","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","M","Professional, scientific and technical activities (M)","-","All sectors","Number","71600"
"EHQ16C01","Employment","20093","2009Q3","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","N","Administrative and support service activities (N)","-","All sectors","Number","79500"
"EHQ16C01","Employment","20093","2009Q3","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","115300"
"EHQ16C01","Employment","20093","2009Q3","P","Education (P)","01","Private sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","P","Education (P)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","P","Education (P)","-","All sectors","Number","124700"
"EHQ16C01","Employment","20093","2009Q3","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","Q","Human health and social work activities (Q)","-","All sectors","Number","212800"
"EHQ16C01","Employment","20093","2009Q3","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","Y0900","Industry (B to E)","-","All sectors","Number","203100"
"EHQ16C01","Employment","20093","2009Q3","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","97500"
"EHQ16C01","Employment","20093","2009Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C01","Employment","20093","2009Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","48300"
"EHQ16C01","Employment","20094","2009Q4","-","All NACE economic sectors","01","Private sector","Number","1136200"
"EHQ16C01","Employment","20094","2009Q4","-","All NACE economic sectors","02","Public sector","Number","409700"
"EHQ16C01","Employment","20094","2009Q4","-","All NACE economic sectors","-","All sectors","Number","1545900"
"EHQ16C01","Employment","20094","2009Q4","F","Construction (F)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","F","Construction (F)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","F","Construction (F)","-","All sectors","Number","79800"
"EHQ16C01","Employment","20094","2009Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","274700"
"EHQ16C01","Employment","20094","2009Q4","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","H","Transportation and storage (H)","-","All sectors","Number","62000"
"EHQ16C01","Employment","20094","2009Q4","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","I","Accommodation and food service activities (I)","-","All sectors","Number","128900"
"EHQ16C01","Employment","20094","2009Q4","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","J","Information and communication (J)","-","All sectors","Number","54200"
"EHQ16C01","Employment","20094","2009Q4","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","M","Professional, scientific and technical activities (M)","-","All sectors","Number","71500"
"EHQ16C01","Employment","20094","2009Q4","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","N","Administrative and support service activities (N)","-","All sectors","Number","73800"
"EHQ16C01","Employment","20094","2009Q4","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","116800"
"EHQ16C01","Employment","20094","2009Q4","P","Education (P)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","P","Education (P)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","P","Education (P)","-","All sectors","Number","131500"
"EHQ16C01","Employment","20094","2009Q4","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","Q","Human health and social work activities (Q)","-","All sectors","Number","212000"
"EHQ16C01","Employment","20094","2009Q4","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","Y0900","Industry (B to E)","-","All sectors","Number","198700"
"EHQ16C01","Employment","20094","2009Q4","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","94300"
"EHQ16C01","Employment","20094","2009Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C01","Employment","20094","2009Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","47600"
"EHQ16C01","Employment","20101","2010Q1","-","All NACE economic sectors","01","Private sector","Number","1119100"
"EHQ16C01","Employment","20101","2010Q1","-","All NACE economic sectors","02","Public sector","Number","406800"
"EHQ16C01","Employment","20101","2010Q1","-","All NACE economic sectors","-","All sectors","Number","1525900"
"EHQ16C01","Employment","20101","2010Q1","F","Construction (F)","01","Private sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","F","Construction (F)","02","Public sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","F","Construction (F)","-","All sectors","Number","74300"
"EHQ16C01","Employment","20101","2010Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","273400"
"EHQ16C01","Employment","20101","2010Q1","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","H","Transportation and storage (H)","-","All sectors","Number","61500"
"EHQ16C01","Employment","20101","2010Q1","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","I","Accommodation and food service activities (I)","-","All sectors","Number","132100"
"EHQ16C01","Employment","20101","2010Q1","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","J","Information and communication (J)","-","All sectors","Number","54500"
"EHQ16C01","Employment","20101","2010Q1","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","M","Professional, scientific and technical activities (M)","-","All sectors","Number","72800"
"EHQ16C01","Employment","20101","2010Q1","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C01","Employment","20101","2010Q1","N","Administrative and support service activities (N)","-","All sectors","Number","71600"
