"Statistic Label","Quarter","NACE Rev. 2 Sector","UNIT","VALUE"
"Job Churn","2021Q2","Accommodation and food service activities (I)","Thousand","22822"
"Job Churn","2021Q2","Information and communication (J)","Thousand","8474"
"Job Churn","2021Q2","Financial, insurance and real estate activities (K, L)","Thousand","8162"
"Job Churn","2021Q2","Professional, scientific and technical activities (M)","Thousand","13296"
"Job Churn","2021Q2","Administrative and support service activities (N)","Thousand","39160"
"Job Churn","2021Q2","Public administration and defence; compulsory social security (O)","Thousand","9058"
"Job Churn","2021Q2","Education (P)","Thousand","17096"
"Job Churn","2021Q2","Human health and social work activities (Q)","Thousand","28080"
"Job Churn","2021Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","6036"
"Job Churn","2021Q2","Services (T, U)","Thousand","46"
"Job Churn","2021Q3","All NACE economic sectors","Thousand","305536"
"Job Churn","2021Q3","Not stated","Thousand","64"
"Job Churn","2021Q3","Agriculture, forestry and fishing (A)","Thousand","3286"
"Job Churn","2021Q3","Industry (B to E)","Thousand","24444"
"Job Churn","2021Q3","Construction (F)","Thousand","14668"
"Job Churn","2021Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","54660"
"Job Churn","2021Q3","Transportation and storage (H)","Thousand","8410"
"Job Churn","2021Q3","Accommodation and food service activities (I)","Thousand","34558"
"Job Churn","2021Q3","Information and communication (J)","Thousand","11178"
"Job Churn","2021Q3","Financial, insurance and real estate activities (K, L)","Thousand","10860"
"Job Churn","2021Q3","Professional, scientific and technical activities (M)","Thousand","17862"
"Job Churn","2021Q3","Administrative and support service activities (N)","Thousand","44394"
"Job Churn","2021Q3","Public administration and defence; compulsory social security (O)","Thousand","11158"
"Job Churn","2021Q3","Education (P)","Thousand","29948"
"Job Churn","2021Q3","Human health and social work activities (Q)","Thousand","30970"
"Job Churn","2021Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","9016"
"Job Churn","2021Q3","Services (T, U)","Thousand","60"
"Job Churn","2021Q4","All NACE economic sectors","Thousand","415354"
"Job Churn","2021Q4","Not stated","Thousand","74"
"Job Churn","2021Q4","Agriculture, forestry and fishing (A)","Thousand","3322"
"Job Churn","2021Q4","Industry (B to E)","Thousand","29382"
"Job Churn","2021Q4","Construction (F)","Thousand","16334"
"Job Churn","2021Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","76856"
"Job Churn","2021Q4","Transportation and storage (H)","Thousand","9676"
"Job Churn","2021Q4","Accommodation and food service activities (I)","Thousand","65258"
"Job Churn","2021Q4","Information and communication (J)","Thousand","14190"
"Job Churn","2021Q4","Financial, insurance and real estate activities (K, L)","Thousand","13870"
"Job Churn","2021Q4","Professional, scientific and technical activities (M)","Thousand","22616"
"Job Churn","2021Q4","Administrative and support service activities (N)","Thousand","56374"
"Job Churn","2021Q4","Public administration and defence; compulsory social security (O)","Thousand","13178"
"Job Churn","2021Q4","Education (P)","Thousand","42264"
"Job Churn","2021Q4","Human health and social work activities (Q)","Thousand","38916"
"Job Churn","2021Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","12952"
"Job Churn","2021Q4","Services (T, U)","Thousand","92"
"Job Churn","2022Q1","All NACE economic sectors","Thousand","350524"
"Job Churn","2022Q1","Not stated","Thousand","74"
"Job Churn","2022Q1","Agriculture, forestry and fishing (A)","Thousand","3584"
"Job Churn","2022Q1","Industry (B to E)","Thousand","24384"
"Job Churn","2022Q1","Construction (F)","Thousand","14530"
"Job Churn","2022Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","52498"
"Job Churn","2022Q1","Transportation and storage (H)","Thousand","8520"
"Job Churn","2022Q1","Accommodation and food service activities (I)","Thousand","63560"
"Job Churn","2022Q1","Information and communication (J)","Thousand","12642"
"Job Churn","2022Q1","Financial, insurance and real estate activities (K, L)","Thousand","12034"
"Job Churn","2022Q1","Professional, scientific and technical activities (M)","Thousand","18068"
"Job Churn","2022Q1","Administrative and support service activities (N)","Thousand","51412"
"Job Churn","2022Q1","Public administration and defence; compulsory social security (O)","Thousand","13516"
"Job Churn","2022Q1","Education (P)","Thousand","29784"
"Job Churn","2022Q1","Human health and social work activities (Q)","Thousand","33210"
"Job Churn","2022Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","12656"
"Job Churn","2022Q1","Services (T, U)","Thousand","52"
"Job Churn","2022Q2","All NACE economic sectors","Thousand","353356"
"Job Churn","2022Q2","Not stated","Thousand","74"
"Job Churn","2022Q2","Agriculture, forestry and fishing (A)","Thousand","3040"
"Job Churn","2022Q2","Industry (B to E)","Thousand","26070"
"Job Churn","2022Q2","Construction (F)","Thousand","15484"
"Job Churn","2022Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","62002"
"Job Churn","2022Q2","Transportation and storage (H)","Thousand","8650"
"Job Churn","2022Q2","Accommodation and food service activities (I)","Thousand","61192"
"Job Churn","2022Q2","Information and communication (J)","Thousand","13104"
"Job Churn","2022Q2","Financial, insurance and real estate activities (K, L)","Thousand","12138"
"Job Churn","2022Q2","Professional, scientific and technical activities (M)","Thousand","18728"
"Job Churn","2022Q2","Administrative and support service activities (N)","Thousand","53608"
"Job Churn","2022Q2","Public administration and defence; compulsory social security (O)","Thousand","9956"
"Job Churn","2022Q2","Education (P)","Thousand","20762"
"Job Churn","2022Q2","Human health and social work activities (Q)","Thousand","36498"
"Job Churn","2022Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","11998"
"Job Churn","2022Q2","Services (T, U)","Thousand","52"
"Job Churn","2022Q3","All NACE economic sectors","Thousand","431204"
"Job Churn","2022Q3","Not stated","Thousand","136"
"Job Churn","2022Q3","Agriculture, forestry and fishing (A)","Thousand","3612"
"Job Churn","2022Q3","Industry (B to E)","Thousand","28724"
"Job Churn","2022Q3","Construction (F)","Thousand","16092"
"Job Churn","2022Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","69122"
"Job Churn","2022Q3","Transportation and storage (H)","Thousand","10284"
"Job Churn","2022Q3","Accommodation and food service activities (I)","Thousand","77464"
"Job Churn","2022Q3","Information and communication (J)","Thousand","14168"
"Job Churn","2022Q3","Financial, insurance and real estate activities (K, L)","Thousand","13704"
"Job Churn","2022Q3","Professional, scientific and technical activities (M)","Thousand","21730"
"Job Churn","2022Q3","Administrative and support service activities (N)","Thousand","62150"
"Job Churn","2022Q3","Public administration and defence; compulsory social security (O)","Thousand","15832"
"Job Churn","2022Q3","Education (P)","Thousand","41370"
"Job Churn","2022Q3","Human health and social work activities (Q)","Thousand","41906"
"Job Churn","2022Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","14784"
"Job Churn","2022Q3","Services (T, U)","Thousand","126"
"Job Churn","2022Q4","All NACE economic sectors","Thousand","412132"
"Job Churn","2022Q4","Not stated","Thousand","98"
"Job Churn","2022Q4","Agriculture, forestry and fishing (A)","Thousand","3016"
"Job Churn","2022Q4","Industry (B to E)","Thousand","28514"
"Job Churn","2022Q4","Construction (F)","Thousand","15520"
"Job Churn","2022Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","73046"
"Job Churn","2022Q4","Transportation and storage (H)","Thousand","10046"
"Job Churn","2022Q4","Accommodation and food service activities (I)","Thousand","70680"
"Job Churn","2022Q4","Information and communication (J)","Thousand","14428"
"Job Churn","2022Q4","Financial, insurance and real estate activities (K, L)","Thousand","14622"
"Job Churn","2022Q4","Professional, scientific and technical activities (M)","Thousand","22040"
"Job Churn","2022Q4","Administrative and support service activities (N)","Thousand","62896"
"Job Churn","2022Q4","Public administration and defence; compulsory social security (O)","Thousand","8852"
"Job Churn","2022Q4","Education (P)","Thousand","35212"
"Job Churn","2022Q4","Human health and social work activities (Q)","Thousand","39438"
"Job Churn","2022Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","13602"
"Job Churn","2022Q4","Services (T, U)","Thousand","122"
"Job Churn","2023Q1","All NACE economic sectors","Thousand","339926"
"Job Churn","2023Q1","Not stated","Thousand","128"
"Job Churn","2023Q1","Agriculture, forestry and fishing (A)","Thousand","3272"
"Job Churn","2023Q1","Industry (B to E)","Thousand","21812"
"Job Churn","2023Q1","Construction (F)","Thousand","14496"
"Job Churn","2023Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","49428"
"Job Churn","2023Q1","Transportation and storage (H)","Thousand","8340"
"Job Churn","2023Q1","Accommodation and food service activities (I)","Thousand","57610"
"Job Churn","2023Q1","Information and communication (J)","Thousand","9920"
"Job Churn","2023Q1","Financial, insurance and real estate activities (K, L)","Thousand","11646"
"Job Churn","2023Q1","Professional, scientific and technical activities (M)","Thousand","16586"
"Job Churn","2023Q1","Administrative and support service activities (N)","Thousand","49074"
"Job Churn","2023Q1","Public administration and defence; compulsory social security (O)","Thousand","15360"
"Job Churn","2023Q1","Education (P)","Thousand","33164"
"Job Churn","2023Q1","Human health and social work activities (Q)","Thousand","36902"
"Job Churn","2023Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","12074"
"Job Churn","2023Q1","Services (T, U)","Thousand","114"
"Job Churn","2023Q2","All NACE economic sectors","Thousand","353980"
"Job Churn","2023Q2","Not stated","Thousand","86"
"Job Churn","2023Q2","Agriculture, forestry and fishing (A)","Thousand","2860"
"Job Churn","2023Q2","Industry (B to E)","Thousand","23846"
"Job Churn","2023Q2","Construction (F)","Thousand","15734"
"Job Churn","2023Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","60638"
"Job Churn","2023Q2","Transportation and storage (H)","Thousand","9252"
"Job Churn","2023Q2","Accommodation and food service activities (I)","Thousand","60808"
"Job Churn","2023Q2","Information and communication (J)","Thousand","8496"
"Job Churn","2023Q2","Financial, insurance and real estate activities (K, L)","Thousand","11106"
"Job Churn","2023Q2","Professional, scientific and technical activities (M)","Thousand","16866"
"Job Churn","2023Q2","Administrative and support service activities (N)","Thousand","54088"
"Job Churn","2023Q2","Public administration and defence; compulsory social security (O)","Thousand","17344"
"Job Churn","2023Q2","Education (P)","Thousand","23856"
"Job Churn","2023Q2","Human health and social work activities (Q)","Thousand","36124"
"Job Churn","2023Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","12770"
"Job Churn","2023Q2","Services (T, U)","Thousand","106"
"Job Churn","2023Q3","All NACE economic sectors","Thousand","392140"
"Job Churn","2023Q3","Not stated","Thousand","136"
"Job Churn","2023Q3","Agriculture, forestry and fishing (A)","Thousand","3522"
"Job Churn","2023Q3","Industry (B to E)","Thousand","24848"
"Job Churn","2023Q3","Construction (F)","Thousand","16470"
"Job Churn","2023Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","62060"
"Job Churn","2023Q3","Transportation and storage (H)","Thousand","9882"
"Job Churn","2023Q3","Accommodation and food service activities (I)","Thousand","68120"
"Job Churn","2023Q3","Information and communication (J)","Thousand","9554"
"Job Churn","2023Q3","Financial, insurance and real estate activities (K, L)","Thousand","12226"
"Job Churn","2023Q3","Professional, scientific and technical activities (M)","Thousand","17778"
"Job Churn","2023Q3","Administrative and support service activities (N)","Thousand","55016"
"Job Churn","2023Q3","Public administration and defence; compulsory social security (O)","Thousand","14156"
"Job Churn","2023Q3","Education (P)","Thousand","39082"
"Job Churn","2023Q3","Human health and social work activities (Q)","Thousand","45142"
"Job Churn","2023Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","14004"
"Job Churn","2023Q3","Services (T, U)","Thousand","144"
"Job Churn","2023Q4","All NACE economic sectors","Thousand","400414"
"Job Churn","2023Q4","Not stated","Thousand","94"
"Job Churn","2023Q4","Agriculture, forestry and fishing (A)","Thousand","3160"
"Job Churn","2023Q4","Industry (B to E)","Thousand","25766"
"Job Churn","2023Q4","Construction (F)","Thousand","15918"
"Job Churn","2023Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","65672"
"Job Churn","2023Q4","Transportation and storage (H)","Thousand","9434"
"Job Churn","2023Q4","Accommodation and food service activities (I)","Thousand","63132"
"Job Churn","2023Q4","Information and communication (J)","Thousand","10064"
"Job Churn","2023Q4","Financial, insurance and real estate activities (K, L)","Thousand","12646"
"Job Churn","2023Q4","Professional, scientific and technical activities (M)","Thousand","19800"
"Job Churn","2023Q4","Administrative and support service activities (N)","Thousand","56062"
"Job Churn","2023Q4","Public administration and defence; compulsory social security (O)","Thousand","12922"
"Job Churn","2023Q4","Education (P)","Thousand","46130"
"Job Churn","2023Q4","Human health and social work activities (Q)","Thousand","46150"
"Job Churn","2023Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","13334"
"Job Churn","2023Q4","Services (T, U)","Thousand","130"
"Job Churn","2024Q1","All NACE economic sectors","Thousand","327036"
"Job Churn","2024Q1","Not stated","Thousand","120"
"Job Churn","2024Q1","Agriculture, forestry and fishing (A)","Thousand","3424"
"Job Churn","2024Q1","Industry (B to E)","Thousand","21680"
"Job Churn","2024Q1","Construction (F)","Thousand","14310"
"Job Churn","2024Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","46026"
"Job Churn","2024Q1","Transportation and storage (H)","Thousand","8806"
"Job Churn","2024Q1","Accommodation and food service activities (I)","Thousand","49546"
"Job Churn","2024Q1","Information and communication (J)","Thousand","10046"
"Job Churn","2024Q1","Financial, insurance and real estate activities (K, L)","Thousand","10404"
"Job Churn","2024Q1","Professional, scientific and technical activities (M)","Thousand","15958"
"Job Churn","2024Q1","Administrative and support service activities (N)","Thousand","47760"
"Job Churn","2024Q1","Public administration and defence; compulsory social security (O)","Thousand","14158"
"Job Churn","2024Q1","Education (P)","Thousand","34294"
"Job Churn","2024Q1","Human health and social work activities (Q)","Thousand","38264"
"Job Churn","2024Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","12064"
"Job Churn","2024Q1","Services (T, U)","Thousand","176"
"Job Churn","2024Q2","All NACE economic sectors","Thousand","323356"
"Job Churn","2024Q2","Not stated","Thousand","96"
"Job Churn","2024Q2","Agriculture, forestry and fishing (A)","Thousand","2786"
"Job Churn","2024Q2","Industry (B to E)","Thousand","23194"
"Job Churn","2024Q2","Construction (F)","Thousand","15874"
"Job Churn","2024Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","51520"
"Job Churn","2024Q2","Transportation and storage (H)","Thousand","9196"
"Job Churn","2024Q2","Accommodation and food service activities (I)","Thousand","52874"
"Job Churn","2024Q2","Information and communication (J)","Thousand","8732"
"Job Churn","2024Q2","Financial, insurance and real estate activities (K, L)","Thousand","10096"
"Job Churn","2024Q2","Professional, scientific and technical activities (M)","Thousand","18050"
"Job Churn","2024Q2","Administrative and support service activities (N)","Thousand","51422"
"Job Churn","2024Q2","Public administration and defence; compulsory social security (O)","Thousand","13830"
"Job Churn","2024Q2","Education (P)","Thousand","22130"
"Job Churn","2024Q2","Human health and social work activities (Q)","Thousand","32012"
"Job Churn","2024Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","11408"
"Job Churn","2024Q2","Services (T, U)","Thousand","136"
"Job Churn","2024Q3","All NACE economic sectors","Thousand","365750"
"Job Churn","2024Q3","Not stated","Thousand","122"
"Job Churn","2024Q3","Agriculture, forestry and fishing (A)","Thousand","3350"
"Job Churn","2024Q3","Industry (B to E)","Thousand","24458"
"Job Churn","2024Q3","Construction (F)","Thousand","16490"
"Job Churn","2024Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","55502"
"Job Churn","2024Q3","Transportation and storage (H)","Thousand","9544"
"Job Churn","2024Q3","Accommodation and food service activities (I)","Thousand","58858"
"Job Churn","2024Q3","Information and communication (J)","Thousand","10232"
"Job Churn","2024Q3","Financial, insurance and real estate activities (K, L)","Thousand","11842"
"Job Churn","2024Q3","Professional, scientific and technical activities (M)","Thousand","18600"
"Job Churn","2024Q3","Administrative and support service activities (N)","Thousand","51120"
"Job Churn","2024Q3","Public administration and defence; compulsory social security (O)","Thousand","14400"
"Job Churn","2024Q3","Education (P)","Thousand","37602"
"Job Churn","2024Q3","Human health and social work activities (Q)","Thousand","40690"
"Job Churn","2024Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","12790"
"Job Churn","2024Q3","Services (T, U)","Thousand","150"
"Job Churn Rate","2020Q2","All NACE economic sectors","%","8.1"
"Job Churn Rate","2020Q2","Not stated","%","2.1"
"Job Churn Rate","2020Q2","Agriculture, forestry and fishing (A)","%","8.9"
"Job Churn Rate","2020Q2","Industry (B to E)","%","6.3"
"Job Churn Rate","2020Q2","Construction (F)","%","11.9"
"Job Churn Rate","2020Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","9.2"
"Job Churn Rate","2020Q2","Transportation and storage (H)","%","7"
"Job Churn Rate","2020Q2","Accommodation and food service activities (I)","%","7"
"Job Churn Rate","2020Q2","Information and communication (J)","%","5.6"
"Job Churn Rate","2020Q2","Financial, insurance and real estate activities (K, L)","%","4.8"
"Job Churn Rate","2020Q2","Professional, scientific and technical activities (M)","%","7.2"
"Job Churn Rate","2020Q2","Administrative and support service activities (N)","%","18"
"Job Churn Rate","2020Q2","Public administration and defence; compulsory social security (O)","%","4.6"
"Job Churn Rate","2020Q2","Education (P)","%","7.7"
"Job Churn Rate","2020Q2","Human health and social work activities (Q)","%","9.4"
"Job Churn Rate","2020Q2","Arts, entertainment, recreation and other service activities (R,S)","%","5.9"
"Job Churn Rate","2020Q2","Services (T, U)","%","4.4"
"Job Churn Rate","2020Q3","All NACE economic sectors","%","9"
"Job Churn Rate","2020Q3","Not stated","%","6"
"Job Churn Rate","2020Q3","Agriculture, forestry and fishing (A)","%","7.9"
"Job Churn Rate","2020Q3","Industry (B to E)","%","5.8"
"Job Churn Rate","2020Q3","Construction (F)","%","8.8"
"Job Churn Rate","2020Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","8.5"
"Job Churn Rate","2020Q3","Transportation and storage (H)","%","7.1"
"Job Churn Rate","2020Q3","Accommodation and food service activities (I)","%","10.4"
"Job Churn Rate","2020Q3","Information and communication (J)","%","5.7"
"Job Churn Rate","2020Q3","Financial, insurance and real estate activities (K, L)","%","6"
"Job Churn Rate","2020Q3","Professional, scientific and technical activities (M)","%","7"
"Job Churn Rate","2020Q3","Administrative and support service activities (N)","%","23"
"Job Churn Rate","2020Q3","Public administration and defence; compulsory social security (O)","%","5.7"
"Job Churn Rate","2020Q3","Education (P)","%","12.7"
"Job Churn Rate","2020Q3","Human health and social work activities (Q)","%","9.9"
"Job Churn Rate","2020Q3","Arts, entertainment, recreation and other service activities (R,S)","%","7.3"
"Job Churn Rate","2020Q3","Services (T, U)","%","5"
"Job Churn Rate","2020Q4","All NACE economic sectors","%","11.9"
"Job Churn Rate","2020Q4","Not stated","%","4"
"Job Churn Rate","2020Q4","Agriculture, forestry and fishing (A)","%","9.1"
"Job Churn Rate","2020Q4","Industry (B to E)","%","8"
"Job Churn Rate","2020Q4","Construction (F)","%","11.8"
"Job Churn Rate","2020Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","12.5"
"Job Churn Rate","2020Q4","Transportation and storage (H)","%","8.1"
"Job Churn Rate","2020Q4","Accommodation and food service activities (I)","%","19"
"Job Churn Rate","2020Q4","Information and communication (J)","%","7.9"
"Job Churn Rate","2020Q4","Financial, insurance and real estate activities (K, L)","%","7.4"
"Job Churn Rate","2020Q4","Professional, scientific and technical activities (M)","%","9.7"
"Job Churn Rate","2020Q4","Administrative and support service activities (N)","%","25.2"
"Job Churn Rate","2020Q4","Public administration and defence; compulsory social security (O)","%","6.7"
"Job Churn Rate","2020Q4","Education (P)","%","13.5"
"Job Churn Rate","2020Q4","Human health and social work activities (Q)","%","13.7"
"Job Churn Rate","2020Q4","Arts, entertainment, recreation and other service activities (R,S)","%","9.8"
"Job Churn Rate","2020Q4","Services (T, U)","%","6.3"
"Job Churn Rate","2021Q1","All NACE economic sectors","%","8.8"
"Job Churn Rate","2021Q1","Not stated","%","2.3"
"Job Churn Rate","2021Q1","Agriculture, forestry and fishing (A)","%","10.8"
"Job Churn Rate","2021Q1","Industry (B to E)","%","6"
"Job Churn Rate","2021Q1","Construction (F)","%","7.2"
"Job Churn Rate","2021Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","8.2"
"Job Churn Rate","2021Q1","Transportation and storage (H)","%","7.3"
"Job Churn Rate","2021Q1","Accommodation and food service activities (I)","%","9.7"
"Job Churn Rate","2021Q1","Information and communication (J)","%","6.6"
"Job Churn Rate","2021Q1","Financial, insurance and real estate activities (K, L)","%","5.1"
"Job Churn Rate","2021Q1","Professional, scientific and technical activities (M)","%","8.3"
"Job Churn Rate","2021Q1","Administrative and support service activities (N)","%","21.6"
"Job Churn Rate","2021Q1","Public administration and defence; compulsory social security (O)","%","6.4"
"Job Churn Rate","2021Q1","Education (P)","%","9.7"
"Job Churn Rate","2021Q1","Human health and social work activities (Q)","%","9.7"
"Job Churn Rate","2021Q1","Arts, entertainment, recreation and other service activities (R,S)","%","6.8"
"Job Churn Rate","2021Q1","Services (T, U)","%","5.7"
"Job Churn Rate","2021Q2","All NACE economic sectors","%","10.4"
"Job Churn Rate","2021Q2","Not stated","%","3.8"
"Job Churn Rate","2021Q2","Agriculture, forestry and fishing (A)","%","8.5"
"Job Churn Rate","2021Q2","Industry (B to E)","%","7.3"
"Job Churn Rate","2021Q2","Construction (F)","%","11.6"
"Job Churn Rate","2021Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","12.1"
"Job Churn Rate","2021Q2","Transportation and storage (H)","%","7.7"
"Job Churn Rate","2021Q2","Accommodation and food service activities (I)","%","17.8"
"Job Churn Rate","2021Q2","Information and communication (J)","%","7.2"
"Job Churn Rate","2021Q2","Financial, insurance and real estate activities (K, L)","%","6.5"
"Job Churn Rate","2021Q2","Professional, scientific and technical activities (M)","%","9"
"Job Churn Rate","2021Q2","Administrative and support service activities (N)","%","25.8"
"Job Churn Rate","2021Q2","Public administration and defence; compulsory social security (O)","%","4.7"
"Job Churn Rate","2021Q2","Education (P)","%","7.7"
"Job Churn Rate","2021Q2","Human health and social work activities (Q)","%","10.3"
"Job Churn Rate","2021Q2","Arts, entertainment, recreation and other service activities (R,S)","%","9.2"
"Job Churn Rate","2021Q2","Services (T, U)","%","5.7"
"Job Churn Rate","2021Q3","All NACE economic sectors","%","12.4"
"Job Churn Rate","2021Q3","Not stated","%","4.9"
"Job Churn Rate","2021Q3","Agriculture, forestry and fishing (A)","%","10.8"
"Job Churn Rate","2021Q3","Industry (B to E)","%","9.1"
"Job Churn Rate","2021Q3","Construction (F)","%","11.8"
"Job Churn Rate","2021Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","14.2"
"Job Churn Rate","2021Q3","Transportation and storage (H)","%","9.6"
"Job Churn Rate","2021Q3","Accommodation and food service activities (I)","%","18.4"
"Job Churn Rate","2021Q3","Information and communication (J)","%","8.9"
"Job Churn Rate","2021Q3","Financial, insurance and real estate activities (K, L)","%","8.4"
"Job Churn Rate","2021Q3","Professional, scientific and technical activities (M)","%","11.5"
"Job Churn Rate","2021Q3","Administrative and support service activities (N)","%","27.1"
"Job Churn Rate","2021Q3","Public administration and defence; compulsory social security (O)","%","5.7"
"Job Churn Rate","2021Q3","Education (P)","%","12.7"
"Job Churn Rate","2021Q3","Human health and social work activities (Q)","%","11"
"Job Churn Rate","2021Q3","Arts, entertainment, recreation and other service activities (R,S)","%","11"
"Job Churn Rate","2021Q3","Services (T, U)","%","7.3"
"Job Churn Rate","2021Q4","All NACE economic sectors","%","16.3"
"Job Churn Rate","2021Q4","Not stated","%","5.5"
"Job Churn Rate","2021Q4","Agriculture, forestry and fishing (A)","%","11.2"
"Job Churn Rate","2021Q4","Industry (B to E)","%","10.7"
"Job Churn Rate","2021Q4","Construction (F)","%","12.8"
"Job Churn Rate","2021Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","19.1"
"Job Churn Rate","2021Q4","Transportation and storage (H)","%","10.8"
"Job Churn Rate","2021Q4","Accommodation and food service activities (I)","%","29.4"
"Job Churn Rate","2021Q4","Information and communication (J)","%","11"
"Job Churn Rate","2021Q4","Financial, insurance and real estate activities (K, L)","%","10.5"
"Job Churn Rate","2021Q4","Professional, scientific and technical activities (M)","%","14.2"
"Job Churn Rate","2021Q4","Administrative and support service activities (N)","%","32.3"
"Job Churn Rate","2021Q4","Public administration and defence; compulsory social security (O)","%","6.7"
"Job Churn Rate","2021Q4","Education (P)","%","17.8"
"Job Churn Rate","2021Q4","Human health and social work activities (Q)","%","13.6"
"Job Churn Rate","2021Q4","Arts, entertainment, recreation and other service activities (R,S)","%","14.7"
"Job Churn Rate","2021Q4","Services (T, U)","%","11.3"
"Job Churn Rate","2022Q1","All NACE economic sectors","%","13.1"
"Job Churn Rate","2022Q1","Not stated","%","5.2"
"Job Churn Rate","2022Q1","Agriculture, forestry and fishing (A)","%","12.4"
"Job Churn Rate","2022Q1","Industry (B to E)","%","8.7"
"Job Churn Rate","2022Q1","Construction (F)","%","11.3"
"Job Churn Rate","2022Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","13"
"Job Churn Rate","2022Q1","Transportation and storage (H)","%","9.4"
"Job Churn Rate","2022Q1","Accommodation and food service activities (I)","%","28"
"Job Churn Rate","2022Q1","Information and communication (J)","%","9.6"
"Job Churn Rate","2022Q1","Financial, insurance and real estate activities (K, L)","%","9"
"Job Churn Rate","2022Q1","Professional, scientific and technical activities (M)","%","11"
"Job Churn Rate","2022Q1","Administrative and support service activities (N)","%","28.6"
"Job Churn Rate","2022Q1","Public administration and defence; compulsory social security (O)","%","6.7"
"Job Churn Rate","2022Q1","Education (P)","%","12.4"
"Job Churn Rate","2022Q1","Human health and social work activities (Q)","%","9"
"Job Churn Rate","2022Q1","Arts, entertainment, recreation and other service activities (R,S)","%","14.5"
"Job Churn Rate","2022Q1","Services (T, U)","%","6.5"
"Job Churn Rate","2022Q2","All NACE economic sectors","%","13.4"
"Job Churn Rate","2022Q2","Not stated","%","4.6"
"Job Churn Rate","2022Q2","Agriculture, forestry and fishing (A)","%","10.1"
"Job Churn Rate","2022Q2","Industry (B to E)","%","9.3"
"Job Churn Rate","2022Q2","Construction (F)","%","11.8"
"Job Churn Rate","2022Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","15.5"
"Job Churn Rate","2022Q2","Transportation and storage (H)","%","9.4"
"Job Churn Rate","2022Q2","Accommodation and food service activities (I)","%","25.3"
"Job Churn Rate","2022Q2","Information and communication (J)","%","9.7"
"Job Churn Rate","2022Q2","Financial, insurance and real estate activities (K, L)","%","9.3"
"Job Churn Rate","2022Q2","Professional, scientific and technical activities (M)","%","11.4"
"Job Churn Rate","2022Q2","Administrative and support service activities (N)","%","28.9"
"Job Churn Rate","2022Q2","Public administration and defence; compulsory social security (O)","%","7"
"Job Churn Rate","2022Q2","Education (P)","%","8.2"
"Job Churn Rate","2022Q2","Human health and social work activities (Q)","%","10.3"
"Job Churn Rate","2022Q2","Arts, entertainment, recreation and other service activities (R,S)","%","13.4"
"Job Churn Rate","2022Q2","Services (T, U)","%","6"
"Job Churn Rate","2022Q3","All NACE economic sectors","%","15.8"
"Job Churn Rate","2022Q3","Not stated","%","7.7"
"Job Churn Rate","2022Q3","Agriculture, forestry and fishing (A)","%","11.5"
"Job Churn Rate","2022Q3","Industry (B to E)","%","10"
"Job Churn Rate","2022Q3","Construction (F)","%","11.8"
"Job Churn Rate","2022Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","16.9"
"Job Churn Rate","2022Q3","Transportation and storage (H)","%","10.8"
